"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Prod_Merc_Positions_Long_All","Prod_Merc_Positions_Short_All","Swap_Positions_Long_All","Swap__Positions_Short_All","Swap__Positions_Spread_All","M_Money_Positions_Long_All","M_Money_Positions_Short_All","M_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Open_Interest_Old","Prod_Merc_Positions_Long_Old","Prod_Merc_Positions_Short_Old","Swap_Positions_Long_Old","Swap__Positions_Short_Old","Swap__Positions_Spread_Old","M_Money_Positions_Long_Old","M_Money_Positions_Short_Old","M_Money_Positions_Spread_Old","Other_Rept_Positions_Long_Old","Other_Rept_Positions_Short_Old","Other_Rept_Positions_Spread_Old","Tot_Rept_Positions_Long_Old","Tot_Rept_Positions_Short_Old","NonRept_Positions_Long_Old","NonRept_Positions_Short_Old","Open_Interest_Other","Prod_Merc_Positions_Long_Other","Prod_Merc_Positions_Short_Other","Swap_Positions_Long_Other","Swap__Positions_Short_Other","Swap__Positions_Spread_Other","M_Money_Positions_Long_Other","M_Money_Positions_Short_Other","M_Money_Positions_Spread_Other","Other_Rept_Positions_Long_Other","Other_Rept_Positions_Short_Other","Other_Rept_Positions_Spread_Other","Tot_Rept_Positions_Long_Other","Tot_Rept_Positions_Short_Other","NonRept_Positions_Long_Other","NonRept_Positions_Short_Other","Change_in_Open_Interest_All","Change_in_Prod_Merc_Long_All","Change_in_Prod_Merc_Short_All","Change_in_Swap_Long_All","Change_in_Swap_Short_All","Change_in_Swap_Spread_All","Change_in_M_Money_Long_All","Change_in_M_Money_Short_All","Change_in_M_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Prod_Merc_Long_All","Pct_of_OI_Prod_Merc_Short_All","Pct_of_OI_Swap_Long_All","Pct_of_OI_Swap_Short_All","Pct_of_OI_Swap_Spread_All","Pct_of_OI_M_Money_Long_All","Pct_of_OI_M_Money_Short_All","Pct_of_OI_M_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Pct_of_Open_Interest_Old","Pct_of_OI_Prod_Merc_Long_Old","Pct_of_OI_Prod_Merc_Short_Old","Pct_of_OI_Swap_Long_Old","Pct_of_OI_Swap_Short_Old","Pct_of_OI_Swap_Spread_Old","Pct_of_OI_M_Money_Long_Old","Pct_of_OI_M_Money_Short_Old","Pct_of_OI_M_Money_Spread_Old","Pct_of_OI_Other_Rept_Long_Old","Pct_of_OI_Other_Rept_Short_Old","Pct_of_OI_Other_Rept_Spread_Old","Pct_of_OI_Tot_Rept_Long_Old","Pct_of_OI_Tot_Rept_Short_Old","Pct_of_OI_NonRept_Long_Old","Pct_of_OI_NonRept_Short_Old","Pct_of_Open_Interest_Other","Pct_of_OI_Prod_Merc_Long_Other","Pct_of_OI_Prod_Merc_Short_Other","Pct_of_OI_Swap_Long_Other","Pct_of_OI_Swap_Short_Other","Pct_of_OI_Swap_Spread_Other","Pct_of_OI_M_Money_Long_Other","Pct_of_OI_M_Money_Short_Other","Pct_of_OI_M_Money_Spread_Other","Pct_of_OI_Other_Rept_Long_Other","Pct_of_OI_Other_Rept_Short_Other","Pct_of_OI_Other_Rept_Spread_Other","Pct_of_OI_Tot_Rept_Long_Other","Pct_of_OI_Tot_Rept_Short_Other","Pct_of_OI_NonRept_Long_Other","Pct_of_OI_NonRept_Short_Other","Traders_Tot_All","Traders_Prod_Merc_Long_All","Traders_Prod_Merc_Short_All","Traders_Swap_Long_All","Traders_Swap_Short_All","Traders_Swap_Spread_All","Traders_M_Money_Long_All","Traders_M_Money_Short_All","Traders_M_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Traders_Tot_Old","Traders_Prod_Merc_Long_Old","Traders_Prod_Merc_Short_Old","Traders_Swap_Long_Old","Traders_Swap_Short_Old","Traders_Swap_Spread_Old","Traders_M_Money_Long_Old","Traders_M_Money_Short_Old","Traders_M_Money_Spread_Old","Traders_Other_Rept_Long_Old","Traders_Other_Rept_Short_Old","Traders_Other_Rept_Spread_Old","Traders_Tot_Rept_Long_Old","Traders_Tot_Rept_Short_Old","Traders_Tot_Other","Traders_Prod_Merc_Long_Other","Traders_Prod_Merc_Short_Other","Traders_Swap_Long_Other","Traders_Swap_Short_Other","Traders_Swap_Spread_Other","Traders_M_Money_Long_Other","Traders_M_Money_Short_Other","Traders_M_Money_Spread_Other","Traders_Other_Rept_Long_Other","Traders_Other_Rept_Short_Other","Traders_Other_Rept_Spread_Other","Traders_Tot_Rept_Long_Other","Traders_Tot_Rept_Short_Other","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Conc_Gross_LE_4_TDR_Long_Old","Conc_Gross_LE_4_TDR_Short_Old","Conc_Gross_LE_8_TDR_Long_Old","Conc_Gross_LE_8_TDR_Short_Old","Conc_Net_LE_4_TDR_Long_Old","Conc_Net_LE_4_TDR_Short_Old","Conc_Net_LE_8_TDR_Long_Old","Conc_Net_LE_8_TDR_Short_Old","Conc_Gross_LE_4_TDR_Long_Other","Conc_Gross_LE_4_TDR_Short_Other","Conc_Gross_LE_8_TDR_Long_Other","Conc_Gross_LE_8_TDR_Short_Other","Conc_Net_LE_4_TDR_Long_Other","Conc_Net_LE_4_TDR_Short_Other","Conc_Net_LE_8_TDR_Long_Other","Conc_Net_LE_8_TDR_Short_Other","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"WHEAT-SRW - CHICAGO BOARD OF TRADE",231017,2023-10-17,001602,CBT ,00,001 ,  431791,   73724,   64792,   57038,     429,   21281,   63002,  173954,   94289,   55783,   14074,   27735,  392852,  396554,   38939,   35237,  367042,   66212,   53112,   35762,    6091,   15052,   66853,  161983,   72830,   62980,   16472,   11961,  331650,  337501,   35392,   29541,   64749,    7512,   11680,   27002,      64,     503,   12537,   28359,    5071,    3098,    7897,    5479,   61202,   59053,    3547,    5696,    5132,    2728,     553,    -452,      -1,    3391,     275,     980,    1985,      72,     916,   -2964,    5035,    4860,      97,     272,  100.0,   17.1,   15.0,   13.2,    0.1,    4.9,   14.6,   40.3,   21.8,   12.9,    3.3,    6.4,   91.0,   91.8,    9.0,    8.2,  100.0,   18.0,   14.5,    9.7,    1.7,    4.1,   18.2,   44.1,   19.8,   17.2,    4.5,    3.3,   90.4,   92.0,    9.6,    8.0,  100.0,   11.6,   18.0,   41.7,    0.1,    0.8,   19.4,   43.8,    7.8,    4.8,   12.2,    8.5,   94.5,   91.2,    5.5,    8.8,    374,     79,     68,     25,.,     17,     55,     78,     62,     74,     34,     44,    292,    255,    371,     76,     59,     22,      5,     12,     56,     75,     59,     79,     32,     37,    282,    235,    164,     33,     48,     16,      5,.,     16,     24,     10,      9,     27,     17,     98,    111,    10.5,    12.7,    18.8,    22.6,     8.3,    11.5,    14.7,    19.7,    11.7,    13.8,    19.7,    24.7,     9.2,    13.1,    14.9,    22.6,    36.3,    29.9,    47.8,    43.6,    36.1,    24.0,    47.6,    34.3,"(CONTRACTS OF 5,000 BUSHELS)","001602","CBT ","001 ","A10","FutOnly"
"WHEAT-SRW - CHICAGO BOARD OF TRADE",231010,2023-10-10,001602,CBT ,00,001 ,  426659,   70996,   64239,   57490,     430,   17890,   62727,  172974,   92304,   55711,   13158,   30699,  387817,  391694,   38842,   34965,  368586,   63454,   52023,   38923,    3431,   14339,   65710,  167695,   72439,   64241,   15156,   14044,  333150,  339127,   35436,   29459,   58073,    7542,   12216,   21630,      62,     488,   13571,   21833,    3311,    3047,    9579,    5078,   54667,   52567,    3406,    5506,   -2674,     441,   -5313,    -171,       8,    1199,   -3401,    1222,   -3051,    -894,     830,    3093,   -2784,   -2012,     110,    -662,  100.0,   16.6,   15.1,   13.5,    0.1,    4.2,   14.7,   40.5,   21.6,   13.1,    3.1,    7.2,   90.9,   91.8,    9.1,    8.2,  100.0,   17.2,   14.1,   10.6,    0.9,    3.9,   17.8,   45.5,   19.7,   17.4,    4.1,    3.8,   90.4,   92.0,    9.6,    8.0,  100.0,   13.0,   21.0,   37.2,    0.1,    0.8,   23.4,   37.6,    5.7,    5.2,   16.5,    8.7,   94.1,   90.5,    5.9,    9.5,    370,     80,     68,     26,.,     17,     52,     78,     63,     74,     30,     43,    291,    251,    365,     77,     61,     23,      5,     13,     54,     75,     57,     76,     31,     33,    278,    230,    162,     29,     51,     16,      4,.,     20,     17,      9,      8,     29,     17,     94,    111,    11.1,    12.7,    19.2,    23.0,     8.8,    12.0,    15.2,    20.4,    12.4,    14.1,    21.0,    25.1,     9.9,    13.3,    16.0,    22.9,    33.0,    32.4,    45.5,    44.0,    32.8,    26.4,    45.0,    36.4,"(CONTRACTS OF 5,000 BUSHELS)","001602","CBT ","001 ","A10","FutOnly"
"WHEAT-SRW - CHICAGO BOARD OF TRADE",231003,2023-10-03,001602,CBT ,00,001 ,  429333,   70555,   69552,   57661,     422,   16691,   66128,  171752,   95355,   56605,   12328,   27606,  390601,  393706,   38732,   35627,  378938,   63240,   59426,   44523,    1184,   15422,   68891,  168337,   74981,   61479,   14512,   15370,  343906,  349232,   35032,   29706,   50395,    7315,   10126,   13959,      59,     448,   14274,   20452,    3337,    3210,    5900,    4152,   46695,   44474,    3700,    5921,   13572,    3515,    1184,     269,    -641,    2092,    -144,    3063,    2064,    2236,     362,    5657,   15689,   13781,   -2117,    -209,  100.0,   16.4,   16.2,   13.4,    0.1,    3.9,   15.4,   40.0,   22.2,   13.2,    2.9,    6.4,   91.0,   91.7,    9.0,    8.3,  100.0,   16.7,   15.7,   11.7,    0.3,    4.1,   18.2,   44.4,   19.8,   16.2,    3.8,    4.1,   90.8,   92.2,    9.2,    7.8,  100.0,   14.5,   20.1,   27.7,    0.1,    0.9,   28.3,   40.6,    6.6,    6.4,   11.7,    8.2,   92.7,   88.3,    7.3,   11.7,    376,     81,     67,     26,.,     16,     53,     78,     64,     73,     31,     44,    296,    251,    373,     78,     59,     24,.,     12,     55,     75,     58,     78,     30,     38,    286,    231,    158,     28,     50,     14,      4,.,     20,     16,     11,     12,     25,     16,     92,    109,    11.2,    13.0,    19.5,    23.0,     9.0,    12.3,    15.4,    20.8,    12.2,    13.9,    21.0,    24.9,    10.0,    13.2,    16.8,    22.9,    26.5,    31.4,    38.8,    43.6,    26.5,    26.6,    38.1,    36.7,"(CONTRACTS OF 5,000 BUSHELS)","001602","CBT ","001 ","A10","FutOnly"
"WHEAT-SRW - CHICAGO BOARD OF TRADE",230926,2023-09-26,001602,CBT ,00,001 ,  415761,   67040,   68368,   57392,    1063,   14599,   66272,  168689,   93291,   54369,   11966,   21949,  374912,  379925,   40849,   35836,  371312,   59129,   59959,   48385,    2279,   12687,   67956,  164391,   75351,   57341,   13789,   12782,  333631,  341238,   37681,   30074,   44449,    7911,    8409,   10506,     283,     413,   14034,   20016,    2222,    3078,    4227,    3117,   41281,   38687,    3168,    5762,   12024,    4614,     -46,    -365,    -240,    2142,    3124,    1589,    7556,   -3776,     836,      62,   13357,   11899,   -1333,     125,  100.0,   16.1,   16.4,   13.8,    0.3,    3.5,   15.9,   40.6,   22.4,   13.1,    2.9,    5.3,   90.2,   91.4,    9.8,    8.6,  100.0,   15.9,   16.1,   13.0,    0.6,    3.4,   18.3,   44.3,   20.3,   15.4,    3.7,    3.4,   89.9,   91.9,   10.1,    8.1,  100.0,   17.8,   18.9,   23.6,    0.6,    0.9,   31.6,   45.0,    5.0,    6.9,    9.5,    7.0,   92.9,   87.0,    7.1,   13.0,    385,     87,     72,     27,.,     15,     51,     81,     61,     76,     30,     40,    299,    252,    380,     84,     66,     24,      5,     11,     51,     79,     56,     79,     28,     33,    288,    234,    157,     31,     53,     15,      5,.,     18,     16,     10,     10,     21,     13,     88,    109,    11.1,    12.7,    19.8,    23.5,     8.6,    12.3,    15.4,    20.9,    11.6,    13.7,    21.0,    25.3,     9.4,    13.2,    15.8,    22.8,    25.9,    31.5,    40.3,    45.7,    25.9,    30.9,    38.5,    42.1,"(CONTRACTS OF 5,000 BUSHELS)","001602","CBT ","001 ","A10","FutOnly"
"WHEAT-SRW - CHICAGO BOARD OF TRADE",230919,2023-09-19,001602,CBT ,00,001 ,  403737,   62426,   68414,   57757,    1303,   12457,   63148,  167100,   85735,   58145,   11130,   21887,  361555,  368026,   42182,   35711,  361252,   54613,   58870,   49955,    2760,   10272,   61815,  160791,   72038,   60509,   13192,   13156,  322358,  331079,   38894,   30173,   42485,    7813,    9544,    9574,     315,     413,   13173,   18149,    1857,    3074,    3376,    3293,   39197,   36947,    3288,    5538,   12068,    2512,   -4310,   -4081,   -1204,    1057,    1381,   16101,     844,    5635,   -1767,    1985,    9333,   12706,    2735,    -638,  100.0,   15.5,   16.9,   14.3,    0.3,    3.1,   15.6,   41.4,   21.2,   14.4,    2.8,    5.4,   89.6,   91.2,   10.4,    8.8,  100.0,   15.1,   16.3,   13.8,    0.8,    2.8,   17.1,   44.5,   19.9,   16.7,    3.7,    3.6,   89.2,   91.6,   10.8,    8.4,  100.0,   18.4,   22.5,   22.5,    0.7,    1.0,   31.0,   42.7,    4.4,    7.2,    7.9,    7.8,   92.3,   87.0,    7.7,   13.0,    379,     88,     71,     25,.,     15,     45,     81,     62,     85,     25,     38,    297,    250,    375,     85,     65,     23,      5,     11,     45,     80,     59,     82,     29,     30,    288,    232,    155,     30,     52,     13,      6,.,     16,     16,      9,     12,     21,     13,     85,    108,    11.2,    12.6,    20.0,    23.6,     8.8,    12.3,    15.8,    20.8,    11.4,    13.5,    21.0,    25.6,     9.4,    13.2,    16.3,    22.8,    26.8,    30.5,    40.6,    44.1,    26.6,    30.5,    38.7,    41.4,"(CONTRACTS OF 5,000 BUSHELS)","001602","CBT ","001 ","A10","FutOnly"
"WHEAT-SRW - CHICAGO BOARD OF TRADE",230912,2023-09-12,001602,CBT ,00,001 ,  391669,   59914,   72724,   61838,    2507,   11400,   61767,  150999,   84891,   52510,   12897,   19902,  352222,  355320,   39447,   36349,  350893,   52535,   62854,   54316,    3920,    9275,   59723,  145427,   72328,   55351,   14703,   11021,  314549,  319528,   36344,   31365,   40776,    7379,    9870,    9379,     444,     268,   12772,   16300,    1835,    2972,    4007,    3068,   37673,   35792,    3103,    4984,   14899,    3492,   -3806,   -5462,    -525,    4544,    1194,    7283,    6023,    3102,     222,     -29,   12864,   13712,    2035,    1187,  100.0,   15.3,   18.6,   15.8,    0.6,    2.9,   15.8,   38.6,   21.7,   13.4,    3.3,    5.1,   89.9,   90.7,   10.1,    9.3,  100.0,   15.0,   17.9,   15.5,    1.1,    2.6,   17.0,   41.4,   20.6,   15.8,    4.2,    3.1,   89.6,   91.1,   10.4,    8.9,  100.0,   18.1,   24.2,   23.0,    1.1,    0.7,   31.3,   40.0,    4.5,    7.3,    9.8,    7.5,   92.4,   87.8,    7.6,   12.2,    373,     85,     75,     23,      5,     15,     45,     80,     61,     73,     29,     37,    285,    254,    368,     83,     71,     23,      5,     11,     43,     81,     59,     71,     31,     32,    277,    241,    155,     31,     52,     13,      6,.,     15,     15,      8,     11,     22,     13,     85,    106,    11.6,    13.1,    20.5,    23.4,     9.0,    11.7,    16.1,    19.3,    11.8,    14.1,    21.3,    24.8,     9.6,    12.6,    16.7,    21.2,    27.4,    28.3,    42.2,    43.3,    27.3,    27.7,    39.9,    39.6,"(CONTRACTS OF 5,000 BUSHELS)","001602","CBT ","001 ","A10","FutOnly"
"WHEAT-SRW - CHICAGO BOARD OF TRADE",230905,2023-09-05,001602,CBT ,00,001 ,  376770,   56422,   76530,   67300,    3032,    6856,   60573,  143716,   78868,   49408,   12675,   19931,  339358,  341608,   37412,   35162,  336759,   49308,   66471,   59656,    4285,    4867,   59074,  139448,   66790,   52643,   14698,   10021,  302359,  306580,   34400,   30179,   40011,    7114,   10059,    9352,     455,     281,   11721,   14490,    1856,    2997,    4209,    3678,   36999,   35028,    3012,    4983,   18780,    1741,    3735,   -4426,    -378,    2748,    3421,    2756,    9680,    3425,     243,    1982,   18571,   20766,     209,   -1986,  100.0,   15.0,   20.3,   17.9,    0.8,    1.8,   16.1,   38.1,   20.9,   13.1,    3.4,    5.3,   90.1,   90.7,    9.9,    9.3,  100.0,   14.6,   19.7,   17.7,    1.3,    1.4,   17.5,   41.4,   19.8,   15.6,    4.4,    3.0,   89.8,   91.0,   10.2,    9.0,  100.0,   17.8,   25.1,   23.4,    1.1,    0.7,   29.3,   36.2,    4.6,    7.5,   10.5,    9.2,   92.5,   87.5,    7.5,   12.5,    370,     82,     77,     23,      5,     15,     47,     74,     61,     70,     32,     41,    279,    260,    366,     79,     72,     23,      5,     11,     46,     74,     60,     69,     36,     35,    272,    245,    156,     30,     53,     14,      6,.,     15,     14,      8,     14,     21,     16,     91,    104,    11.7,    13.2,    20.7,    22.6,    10.3,    11.7,    17.1,    18.9,    12.2,    14.3,    21.8,    24.0,    10.8,    12.8,    17.7,    20.8,    27.1,    28.0,    42.0,    43.9,    26.8,    27.2,    39.3,    39.4,"(CONTRACTS OF 5,000 BUSHELS)","001602","CBT ","001 ","A10","FutOnly"
"WHEAT-SRW - CHICAGO BOARD OF TRADE",230829,2023-08-29,001602,CBT ,00,001 ,  357990,   54681,   72795,   71726,    3410,    4108,   57152,  140960,   69188,   45983,   12432,   17949,  320787,  320842,   37203,   37148,  319737,   48808,   62309,   64179,    4639,    2042,   53956,  137228,   59080,   49544,   14390,    7809,  285418,  287497,   34319,   32240,   38253,    5873,   10486,    9322,     546,     291,   11386,   11922,    1918,    3000,    4603,    3579,   35369,   33345,    2884,    4908,  -27640,   -2647,  -18683,    -356,    -744,   -1619,     344,    4145,   -1907,   -8976,    2689,  -12153,  -27314,  -28272,    -326,     632,  100.0,   15.3,   20.3,   20.0,    1.0,    1.1,   16.0,   39.4,   19.3,   12.8,    3.5,    5.0,   89.6,   89.6,   10.4,   10.4,  100.0,   15.3,   19.5,   20.1,    1.5,    0.6,   16.9,   42.9,   18.5,   15.5,    4.5,    2.4,   89.3,   89.9,   10.7,   10.1,  100.0,   15.4,   27.4,   24.4,    1.4,    0.8,   29.8,   31.2,    5.0,    7.8,   12.0,    9.4,   92.5,   87.2,    7.5,   12.8,    352,     80,     67,     23,      4,     11,     44,     78,     64,     61,     34,     39,    269,    245,    347,     77,     63,     21,      6,      7,     44,     77,     61,     63,     32,     33,    259,    232,    143,     26,     49,     13,      6,.,     15,     12,      6,     12,     20,     17,     85,     95,    13.0,    13.0,    21.9,    22.9,    11.5,    11.6,    18.6,    18.6,    13.4,    14.3,    22.7,    24.0,    12.2,    12.8,    19.1,    20.4,    28.1,    29.1,    44.1,    44.9,    27.9,    26.7,    41.3,    38.8,"(CONTRACTS OF 5,000 BUSHELS)","001602","CBT ","001 ","A10","FutOnly"
"WHEAT-SRW - CHICAGO BOARD OF TRADE",230822,2023-08-22,001602,CBT ,00,001 ,  385630,   57328,   91478,   72082,    4154,    5727,   56808,  136815,   71095,   54959,    9743,   30102,  348101,  349114,   37529,   36516,  348335,   52454,   81173,   64509,    5172,    3868,   52500,  132312,   62016,   58154,   11911,   20186,  313687,  316638,   34648,   31697,   37295,    4874,   10305,    9378,     787,      54,   11219,   11414,    2168,    3039,    4066,    3682,   34414,   32476,    2881,    4819,   10791,    3210,     639,   -2974,    -268,   -2614,     379,    5951,    3305,    1032,   -1624,    6225,    8563,   11614,    2228,    -823,  100.0,   14.9,   23.7,   18.7,    1.1,    1.5,   14.7,   35.5,   18.4,   14.3,    2.5,    7.8,   90.3,   90.5,    9.7,    9.5,  100.0,   15.1,   23.3,   18.5,    1.5,    1.1,   15.1,   38.0,   17.8,   16.7,    3.4,    5.8,   90.1,   90.9,    9.9,    9.1,  100.0,   13.1,   27.6,   25.1,    2.1,    0.1,   30.1,   30.6,    5.8,    8.1,   10.9,    9.9,   92.3,   87.1,    7.7,   12.9,    352,     76,     78,     24,      5,     15,     43,     77,     64,     53,     33,     42,    272,    255,    346,     73,     74,     22,      7,     13,     42,     77,     62,     61,     31,     37,    263,    244,    144,     22,     53,     13,      7,.,     15,     13,      7,     10,     21,     17,     79,    102,    11.9,    12.9,    21.3,    23.3,    10.5,    10.5,    17.6,    16.7,    12.4,    14.0,    22.3,    24.6,    10.9,    11.5,    18.2,    18.5,    28.9,    29.2,    44.5,    45.5,    28.7,    26.7,    41.3,    38.7,"(CONTRACTS OF 5,000 BUSHELS)","001602","CBT ","001 ","A10","FutOnly"
"WHEAT-SRW - CHICAGO BOARD OF TRADE",230815,2023-08-15,001602,CBT ,00,001 ,  374839,   54118,   90839,   75056,    4422,    8341,   56429,  130864,   67790,   53927,   11367,   23877,  339538,  337500,   35301,   37339,  339100,   48995,   80460,   67627,    5488,    6433,   51659,  125642,   60087,   56240,   13115,   15562,  306603,  306787,   32497,   32313,   35739,    5123,   10379,    9283,     788,      54,   10186,   10638,    2287,    2913,    3478,    3089,   32935,   30713,    2804,    5026,   30857,    6462,    -132,     280,   -1461,    3666,    -983,   11307,   11109,    5436,    2227,    2534,   28504,   29250,    2353,    1607,  100.0,   14.4,   24.2,   20.0,    1.2,    2.2,   15.1,   34.9,   18.1,   14.4,    3.0,    6.4,   90.6,   90.0,    9.4,   10.0,  100.0,   14.4,   23.7,   19.9,    1.6,    1.9,   15.2,   37.1,   17.7,   16.6,    3.9,    4.6,   90.4,   90.5,    9.6,    9.5,  100.0,   14.3,   29.0,   26.0,    2.2,    0.2,   28.5,   29.8,    6.4,    8.2,    9.7,    8.6,   92.2,   85.9,    7.8,   14.1,    353,     75,     80,     24,      5,     16,     42,     80,     63,     56,     33,     36,    270,    254,    350,     71,     77,     23,      6,     14,     43,     79,     60,     60,     33,     31,    261,    244,    140,     23,     54,     13,      7,.,     13,     13,      7,      9,     19,     16,     75,    102,    12.3,    13.0,    21.6,    23.1,    11.4,    10.8,    18.7,    16.5,    12.6,    13.8,    22.6,    24.4,    11.9,    11.8,    19.3,    18.6,    29.8,    28.3,    44.6,    45.2,    29.8,    26.6,    42.0,    39.0,"(CONTRACTS OF 5,000 BUSHELS)","001602","CBT ","001 ","A10","FutOnly"
"WHEAT-SRW - CHICAGO BOARD OF TRADE",230808,2023-08-08,001602,CBT ,00,001 ,  343982,   47656,   90971,   74776,    5883,    4675,   57412,  119557,   56681,   48491,    9140,   21343,  311034,  308250,   32948,   35732,  312219,   42330,   81599,   68038,    6774,    2981,   52509,  114134,   50910,   50688,   10239,   14562,  282018,  281199,   30201,   31020,   31763,    5326,    9372,    8378,     749,      54,    8609,    9129,    2065,    2147,    3245,    2437,   29016,   27051,    2747,    4712,   19393,    4881,    7844,   -2135,    1204,   -1081,    -240,    4885,    4018,    7814,    -594,    4294,   17551,   20570,    1842,   -1177,  100.0,   13.9,   26.4,   21.7,    1.7,    1.4,   16.7,   34.8,   16.5,   14.1,    2.7,    6.2,   90.4,   89.6,    9.6,   10.4,  100.0,   13.6,   26.1,   21.8,    2.2,    1.0,   16.8,   36.6,   16.3,   16.2,    3.3,    4.7,   90.3,   90.1,    9.7,    9.9,  100.0,   16.8,   29.5,   26.4,    2.4,    0.2,   27.1,   28.7,    6.5,    6.8,   10.2,    7.7,   91.4,   85.2,    8.6,   14.8,    335,     76,     81,     22,      4,     14,     48,     67,     61,     56,     27,     38,    262,    243,    332,     73,     78,     21,      5,     12,     48,     67,     60,     58,     28,     35,    255,    236,    142,     26,     56,     13,      6,.,     12,     14,      6,     11,     18,     14,     78,    100,    12.9,    12.4,    21.9,    21.7,    12.8,    11.1,    20.5,    17.4,    13.5,    13.1,    22.9,    22.9,    13.4,    12.1,    21.1,    19.7,    30.6,    27.2,    44.2,    44.8,    30.6,    25.4,    42.9,    37.4,"(CONTRACTS OF 5,000 BUSHELS)","001602","CBT ","001 ","A10","FutOnly"
"WHEAT-SRW - CHICAGO BOARD OF TRADE",230801,2023-08-01,001602,CBT ,00,001 ,  324589,   42775,   83127,   76911,    4679,    5756,   57652,  114672,   52663,   40677,    9734,   17049,  293483,  287680,   31106,   36909,  296650,   37928,   74541,   71841,    5688,    3947,   53522,  110899,   46627,   42555,   10729,   11726,  268146,  264157,   28504,   32493,   27939,    4847,    8586,    6825,     746,      54,    8837,    8480,    1329,    1806,    2689,    1639,   25337,   23523,    2602,    4416,   13250,    1815,    1201,    3921,      56,   -1539,    -224,   14687,    2160,    8137,   -1252,   -3962,   10308,   11351,    2942,    1899,  100.0,   13.2,   25.6,   23.7,    1.4,    1.8,   17.8,   35.3,   16.2,   12.5,    3.0,    5.3,   90.4,   88.6,    9.6,   11.4,  100.0,   12.8,   25.1,   24.2,    1.9,    1.3,   18.0,   37.4,   15.7,   14.3,    3.6,    4.0,   90.4,   89.0,    9.6,   11.0,  100.0,   17.3,   30.7,   24.4,    2.7,    0.2,   31.6,   30.4,    4.8,    6.5,    9.6,    5.9,   90.7,   84.2,    9.3,   15.8,    329,     70,     76,     23,      5,     13,     44,     69,     61,     55,     28,     38,    255,    236,    326,     68,     74,     22,      6,     11,     43,     69,     59,     54,     31,     35,    247,    231,    132,     24,     52,     13,      5,.,     12,     12,      5,     12,     14,     11,     72,     90,    13.9,    11.5,    22.3,    20.0,    13.7,     9.2,    21.4,    16.0,    14.5,    11.7,    23.2,    20.9,    14.4,    10.1,    22.3,    17.6,    34.2,    28.4,    46.9,    47.9,    34.0,    27.1,    45.3,    40.1,"(CONTRACTS OF 5,000 BUSHELS)","001602","CBT ","001 ","A10","FutOnly"
