"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Prod_Merc_Positions_Long_All","Prod_Merc_Positions_Short_All","Swap_Positions_Long_All","Swap__Positions_Short_All","Swap__Positions_Spread_All","M_Money_Positions_Long_All","M_Money_Positions_Short_All","M_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Open_Interest_Old","Prod_Merc_Positions_Long_Old","Prod_Merc_Positions_Short_Old","Swap_Positions_Long_Old","Swap__Positions_Short_Old","Swap__Positions_Spread_Old","M_Money_Positions_Long_Old","M_Money_Positions_Short_Old","M_Money_Positions_Spread_Old","Other_Rept_Positions_Long_Old","Other_Rept_Positions_Short_Old","Other_Rept_Positions_Spread_Old","Tot_Rept_Positions_Long_Old","Tot_Rept_Positions_Short_Old","NonRept_Positions_Long_Old","NonRept_Positions_Short_Old","Open_Interest_Other","Prod_Merc_Positions_Long_Other","Prod_Merc_Positions_Short_Other","Swap_Positions_Long_Other","Swap__Positions_Short_Other","Swap__Positions_Spread_Other","M_Money_Positions_Long_Other","M_Money_Positions_Short_Other","M_Money_Positions_Spread_Other","Other_Rept_Positions_Long_Other","Other_Rept_Positions_Short_Other","Other_Rept_Positions_Spread_Other","Tot_Rept_Positions_Long_Other","Tot_Rept_Positions_Short_Other","NonRept_Positions_Long_Other","NonRept_Positions_Short_Other","Change_in_Open_Interest_All","Change_in_Prod_Merc_Long_All","Change_in_Prod_Merc_Short_All","Change_in_Swap_Long_All","Change_in_Swap_Short_All","Change_in_Swap_Spread_All","Change_in_M_Money_Long_All","Change_in_M_Money_Short_All","Change_in_M_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Prod_Merc_Long_All","Pct_of_OI_Prod_Merc_Short_All","Pct_of_OI_Swap_Long_All","Pct_of_OI_Swap_Short_All","Pct_of_OI_Swap_Spread_All","Pct_of_OI_M_Money_Long_All","Pct_of_OI_M_Money_Short_All","Pct_of_OI_M_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Pct_of_Open_Interest_Old","Pct_of_OI_Prod_Merc_Long_Old","Pct_of_OI_Prod_Merc_Short_Old","Pct_of_OI_Swap_Long_Old","Pct_of_OI_Swap_Short_Old","Pct_of_OI_Swap_Spread_Old","Pct_of_OI_M_Money_Long_Old","Pct_of_OI_M_Money_Short_Old","Pct_of_OI_M_Money_Spread_Old","Pct_of_OI_Other_Rept_Long_Old","Pct_of_OI_Other_Rept_Short_Old","Pct_of_OI_Other_Rept_Spread_Old","Pct_of_OI_Tot_Rept_Long_Old","Pct_of_OI_Tot_Rept_Short_Old","Pct_of_OI_NonRept_Long_Old","Pct_of_OI_NonRept_Short_Old","Pct_of_Open_Interest_Other","Pct_of_OI_Prod_Merc_Long_Other","Pct_of_OI_Prod_Merc_Short_Other","Pct_of_OI_Swap_Long_Other","Pct_of_OI_Swap_Short_Other","Pct_of_OI_Swap_Spread_Other","Pct_of_OI_M_Money_Long_Other","Pct_of_OI_M_Money_Short_Other","Pct_of_OI_M_Money_Spread_Other","Pct_of_OI_Other_Rept_Long_Other","Pct_of_OI_Other_Rept_Short_Other","Pct_of_OI_Other_Rept_Spread_Other","Pct_of_OI_Tot_Rept_Long_Other","Pct_of_OI_Tot_Rept_Short_Other","Pct_of_OI_NonRept_Long_Other","Pct_of_OI_NonRept_Short_Other","Traders_Tot_All","Traders_Prod_Merc_Long_All","Traders_Prod_Merc_Short_All","Traders_Swap_Long_All","Traders_Swap_Short_All","Traders_Swap_Spread_All","Traders_M_Money_Long_All","Traders_M_Money_Short_All","Traders_M_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Traders_Tot_Old","Traders_Prod_Merc_Long_Old","Traders_Prod_Merc_Short_Old","Traders_Swap_Long_Old","Traders_Swap_Short_Old","Traders_Swap_Spread_Old","Traders_M_Money_Long_Old","Traders_M_Money_Short_Old","Traders_M_Money_Spread_Old","Traders_Other_Rept_Long_Old","Traders_Other_Rept_Short_Old","Traders_Other_Rept_Spread_Old","Traders_Tot_Rept_Long_Old","Traders_Tot_Rept_Short_Old","Traders_Tot_Other","Traders_Prod_Merc_Long_Other","Traders_Prod_Merc_Short_Other","Traders_Swap_Long_Other","Traders_Swap_Short_Other","Traders_Swap_Spread_Other","Traders_M_Money_Long_Other","Traders_M_Money_Short_Other","Traders_M_Money_Spread_Other","Traders_Other_Rept_Long_Other","Traders_Other_Rept_Short_Other","Traders_Other_Rept_Spread_Other","Traders_Tot_Rept_Long_Other","Traders_Tot_Rept_Short_Other","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Conc_Gross_LE_4_TDR_Long_Old","Conc_Gross_LE_4_TDR_Short_Old","Conc_Gross_LE_8_TDR_Long_Old","Conc_Gross_LE_8_TDR_Short_Old","Conc_Net_LE_4_TDR_Long_Old","Conc_Net_LE_4_TDR_Short_Old","Conc_Net_LE_8_TDR_Long_Old","Conc_Net_LE_8_TDR_Short_Old","Conc_Gross_LE_4_TDR_Long_Other","Conc_Gross_LE_4_TDR_Short_Other","Conc_Gross_LE_8_TDR_Long_Other","Conc_Gross_LE_8_TDR_Short_Other","Conc_Net_LE_4_TDR_Long_Other","Conc_Net_LE_4_TDR_Short_Other","Conc_Net_LE_8_TDR_Long_Other","Conc_Net_LE_8_TDR_Short_Other","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"WHEAT-SRW - CHICAGO BOARD OF TRADE" ,141021 ,2014-10-21,001602 ,CBT ,00 ,001 ,  415401,   47823,  108420,  122612,    2071,   16288,   81708,  132504,   30005,   47648,   43593,   36617,  382701,  369498,   32700,   45903,  350767,   36990,   86572,  113361,    3529,    6565,   69623,  125316,   25096,   52790,   48691,   19391,  323816,  315160,   26951,   35607,   64634,   10833,   21848,   16160,    5451,    2814,   14481,    9584,    2513,    8859,    8903,    3225,   58885,   54338,    5749,   10296,   -3108,    2890,   11860,    1542,     -28,     585,   -1547,   -9808,   -2103,   -1226,    1803,   -1502,   -1361,     807,   -1747,   -3915,  100.0,   11.5,   26.1,   29.5,    0.5,    3.9,   19.7,   31.9,    7.2,   11.5,   10.5,    8.8,   92.1,   88.9,    7.9,   11.1,  100.0,   10.5,   24.7,   32.3,    1.0,    1.9,   19.8,   35.7,    7.2,   15.0,   13.9,    5.5,   92.3,   89.8,    7.7,   10.2,  100.0,   16.8,   33.8,   25.0,    8.4,    4.4,   22.4,   14.8,    3.9,   13.7,   13.8,    5.0,   91.1,   84.1,    8.9,   15.9,    378,     61,     76,     22,      4,     18,     50,     66,     42,     66,     60,     67,    273,    276,    370,     57,     73,     20,      6,     11,     48,     66,     38,     68,     62,     53,    249,    261,    173,     26,     52,     16,      5,     11,     12,     16,      6,     30,     23,     15,    105,    113,    16.5,    12.0,    26.0,    19.9,    15.1,    10.8,    24.4,    17.8,    18.3,    14.2,    28.1,    22.9,    18.2,    13.6,    27.8,    22.0,    31.1,    23.3,    45.0,    38.6,    31.1,    21.5,    44.9,    35.9,"(CONTRACTS OF 5,000 BUSHELS)" ,"001602" ,"CBT" ,"001" ,"A10" ,"FutOnly"
"WHEAT-SRW - CHICAGO BOARD OF TRADE" ,141014 ,2014-10-14,001602 ,CBT ,00 ,001 ,  418509,   44933,   96560,  121070,    2099,   15703,   83255,  142312,   32108,   48874,   41790,   38119,  384062,  368691,   34447,   49818,  354480,   33255,   75283,  112328,    3528,    5870,   71187,  135119,   27724,   55190,   47710,   19448,  325002,  314682,   29478,   39798,   64029,   11678,   21277,   15914,    5743,    2661,   14044,    9169,    2408,    9057,    9453,    3298,   59060,   54009,    4969,   10020,    -353,   -1337,     760,   -1721,    -136,    3120,    -229,   -7561,   -4265,     455,    1205,    2380,   -1597,   -4497,    1244,    4144,  100.0,   10.7,   23.1,   28.9,    0.5,    3.8,   19.9,   34.0,    7.7,   11.7,   10.0,    9.1,   91.8,   88.1,    8.2,   11.9,  100.0,    9.4,   21.2,   31.7,    1.0,    1.7,   20.1,   38.1,    7.8,   15.6,   13.5,    5.5,   91.7,   88.8,    8.3,   11.2,  100.0,   18.2,   33.2,   24.9,    9.0,    4.2,   21.9,   14.3,    3.8,   14.1,   14.8,    5.2,   92.2,   84.4,    7.8,   15.6,    371,     62,     73,     22,      4,     17,     42,     68,     44,     64,     60,     70,    273,    273,    364,     56,     70,     20,      6,      8,     41,     68,     38,     71,     59,     57,    247,    256,    174,     24,     53,     16,      5,     11,     12,     15,      6,     27,     28,     15,    101,    117,    16.5,    10.8,    25.5,    19.0,    15.0,    10.1,    24.0,    17.4,    18.2,    12.7,    27.9,    22.4,    18.2,    12.0,    27.3,    21.0,    34.1,    23.8,    47.6,    38.7,    34.1,    22.3,    47.5,    36.4,"(CONTRACTS OF 5,000 BUSHELS)" ,"001602" ,"CBT" ,"001" ,"A10" ,"FutOnly"
"WHEAT-SRW - CHICAGO BOARD OF TRADE" ,141007 ,2014-10-07,001602 ,CBT ,00 ,001 ,  418862,   46270,   95800,  122791,    2235,   12583,   83484,  149873,   36373,   48419,   40585,   35739,  385659,  373188,   33203,   45674,  363848,   35967,   76042,  114945,    2698,    8529,   71808,  143362,   31531,   53133,   45893,   19245,  335158,  327300,   28690,   36548,   55014,   10303,   19758,    9472,    1163,    2428,   13926,    8761,    2592,    8173,    7579,    3607,   50501,   45888,    4513,    9126,   -4320,   -2358,    2412,    1577,   -1039,     -17,   -2664,   -2886,    1743,   -3463,    -866,    -422,   -5604,   -1075,    1284,   -3245,  100.0,   11.0,   22.9,   29.3,    0.5,    3.0,   19.9,   35.8,    8.7,   11.6,    9.7,    8.5,   92.1,   89.1,    7.9,   10.9,  100.0,    9.9,   20.9,   31.6,    0.7,    2.3,   19.7,   39.4,    8.7,   14.6,   12.6,    5.3,   92.1,   90.0,    7.9,   10.0,  100.0,   18.7,   35.9,   17.2,    2.1,    4.4,   25.3,   15.9,    4.7,   14.9,   13.8,    6.6,   91.8,   83.4,    8.2,   16.6,    391,     63,     75,     21,      6,     18,     48,     70,     52,     70,     61,     72,    287,    290,    385,     61,     73,     20,      7,     11,     46,     71,     47,     75,     60,     56,    265,    275,    174,     23,     55,     15,      6,     11,     13,     14,      8,     28,     24,     17,    106,    116,    16.5,    10.7,    25.8,    18.9,    16.1,     9.5,    25.4,    16.9,    18.2,    12.4,    27.9,    21.7,    18.1,    11.3,    27.4,    20.0,    35.7,    21.3,    49.0,    35.1,    35.7,    21.3,    48.4,    33.9,"(CONTRACTS OF 5,000 BUSHELS)" ,"001602" ,"CBT" ,"001" ,"A10" ,"FutOnly"
"WHEAT-SRW - CHICAGO BOARD OF TRADE" ,140930 ,2014-09-30,001602 ,CBT ,00 ,001 ,  423182,   48628,   93388,  121214,    3274,   12600,   86148,  152759,   34630,   51882,   41451,   36161,  391263,  374263,   31919,   48919,  372284,   38502,   75553,  115202,    3688,    8896,   73966,  146356,   30947,   56866,   46875,   20290,  344669,  332605,   27615,   39679,   50898,   10126,   17835,    8288,    1862,    1428,   13424,    7645,    2441,    7680,    7240,    3207,   46594,   41658,    4304,    9240,    7278,   -6543,   -1506,     703,    -441,    3736,    5858,    -802,    -432,     763,    3954,    3284,    7369,    7793,     -91,    -515,  100.0,   11.5,   22.1,   28.6,    0.8,    3.0,   20.4,   36.1,    8.2,   12.3,    9.8,    8.5,   92.5,   88.4,    7.5,   11.6,  100.0,   10.3,   20.3,   30.9,    1.0,    2.4,   19.9,   39.3,    8.3,   15.3,   12.6,    5.5,   92.6,   89.3,    7.4,   10.7,  100.0,   19.9,   35.0,   16.3,    3.7,    2.8,   26.4,   15.0,    4.8,   15.1,   14.2,    6.3,   91.5,   81.8,    8.5,   18.2,    395,     71,     74,     21,      6,     18,     44,     69,     47,     77,     64,     74,    285,    296,    391,     67,     71,     20,      7,      9,     41,     72,     43,     78,     64,     63,    267,    279,    173,     27,     53,     15,      6,     12,     13,     15,      9,     25,     23,     15,    104,    118,    16.3,    10.8,    25.5,    18.8,    16.0,    10.0,    25.0,    17.1,    18.2,    12.3,    27.6,    21.0,    18.2,    11.8,    27.1,    19.7,    38.9,    20.7,    52.3,    34.4,    38.9,    20.7,    51.2,    32.5,"(CONTRACTS OF 5,000 BUSHELS)" ,"001602" ,"CBT" ,"001" ,"A10" ,"FutOnly"
"WHEAT-SRW - CHICAGO BOARD OF TRADE" ,140923 ,2014-09-23,001602 ,CBT ,00 ,001 ,  415904,   55171,   94894,  120511,    3715,    8864,   80290,  153561,   35062,   51119,   37497,   32877,  383894,  366470,   32010,   49434,  366602,   45766,   76693,  114293,    4206,    5453,   67817,  147502,   31852,   55509,   43027,   17973,  338663,  326706,   27939,   39896,   49302,    9405,   18201,    8332,    1623,    1297,   14519,    8105,    1164,    7404,    6264,    3110,   45231,   39764,    4071,    9538,   17585,    7853,   -2360,    1468,      63,     407,    3317,   14861,    1555,    2563,    2722,    -364,   16799,   16884,     786,     701,  100.0,   13.3,   22.8,   29.0,    0.9,    2.1,   19.3,   36.9,    8.4,   12.3,    9.0,    7.9,   92.3,   88.1,    7.7,   11.9,  100.0,   12.5,   20.9,   31.2,    1.1,    1.5,   18.5,   40.2,    8.7,   15.1,   11.7,    4.9,   92.4,   89.1,    7.6,   10.9,  100.0,   19.1,   36.9,   16.9,    3.3,    2.6,   29.4,   16.4,    2.4,   15.0,   12.7,    6.3,   91.7,   80.7,    8.3,   19.3,    397,     72,     75,     21,      6,     17,     45,     79,     44,     72,     61,     68,    279,    295,    392,     67,     72,     20,      7,      9,     41,     81,     39,     72,     64,     55,    258,    277,    173,     25,     55,     14,      6,     12,     15,     17,      5,     23,     24,     16,    100,    119,    16.7,    10.4,    26.0,    18.6,    16.3,    10.0,    25.4,    16.7,    18.6,    11.8,    27.8,    21.0,    18.4,    11.2,    27.3,    18.9,    41.3,    19.3,    53.5,    32.4,    41.3,    19.1,    52.6,    31.3,"(CONTRACTS OF 5,000 BUSHELS)" ,"001602" ,"CBT" ,"001" ,"A10" ,"FutOnly"
"WHEAT-SRW - CHICAGO BOARD OF TRADE" ,140916 ,2014-09-16,001602 ,CBT ,00 ,001 ,  398319,   47318,   97254,  119043,    3652,    8457,   76973,  138700,   33507,   48556,   34775,   33241,  367095,  349586,   31224,   48733,  350607,   39683,   80079,  112802,    3943,    5258,   63993,  133845,   30024,   52551,   39871,   18882,  323193,  311902,   27414,   38705,   47712,    7635,   17175,    8154,    1622,    1286,   15254,    7129,    1209,    7214,    6113,    3150,   43902,   37684,    3810,   10028,    6603,    1176,   -2083,     794,     356,   -1649,    1123,    3472,     751,    3557,    3757,    1693,    7445,    6297,    -842,     306,  100.0,   11.9,   24.4,   29.9,    0.9,    2.1,   19.3,   34.8,    8.4,   12.2,    8.7,    8.3,   92.2,   87.8,    7.8,   12.2,  100.0,   11.3,   22.8,   32.2,    1.1,    1.5,   18.3,   38.2,    8.6,   15.0,   11.4,    5.4,   92.2,   89.0,    7.8,   11.0,  100.0,   16.0,   36.0,   17.1,    3.4,    2.7,   32.0,   14.9,    2.5,   15.1,   12.8,    6.6,   92.0,   79.0,    8.0,   21.0,    389,     69,     75,     20,      6,     17,     43,     70,     42,     75,     56,     70,    278,    284,    383,     65,     74,     19,      7,     10,     41,     72,     39,     78,     58,     56,    260,    267,    174,     26,     55,     14,      6,     11,     15,     15,      6,     29,     20,     18,    106,    118,    17.2,    10.9,    26.9,    19.6,    16.8,    10.5,    26.4,    17.7,    19.3,    12.4,    28.9,    21.8,    19.1,    12.4,    28.4,    20.5,    42.3,    20.3,    53.1,    34.1,    42.2,    19.7,    53.0,    31.6,"(CONTRACTS OF 5,000 BUSHELS)" ,"001602" ,"CBT" ,"001" ,"A10" ,"FutOnly"
"WHEAT-SRW - CHICAGO BOARD OF TRADE" ,140909 ,2014-09-09,001602 ,CBT ,00 ,001 ,  391716,   46142,   99337,  118249,    3296,   10106,   75850,  135228,   32756,   44999,   31018,   31548,  359650,  343289,   32066,   48427,  345830,   39315,   82816,  113566,    3554,    6907,   61723,  130695,   29499,   49163,   36290,   17526,  317699,  307287,   28131,   38543,   45886,    6827,   16521,    6847,    1906,    1035,   16411,    6817,     973,    6860,    5752,    2998,   41951,   36002,    3935,    9884,   10347,    3951,   -4223,     908,    -303,    -767,   -1742,    5192,    5573,    2168,    -140,    4329,   14420,    9661,   -4073,     686,  100.0,   11.8,   25.4,   30.2,    0.8,    2.6,   19.4,   34.5,    8.4,   11.5,    7.9,    8.1,   91.8,   87.6,    8.2,   12.4,  100.0,   11.4,   23.9,   32.8,    1.0,    2.0,   17.8,   37.8,    8.5,   14.2,   10.5,    5.1,   91.9,   88.9,    8.1,   11.1,  100.0,   14.9,   36.0,   14.9,    4.2,    2.3,   35.8,   14.9,    2.1,   15.0,   12.5,    6.5,   91.4,   78.5,    8.6,   21.5,    375,     68,     77,     20,      5,     16,     43,     68,     42,     67,     54,     67,    271,    274,    370,     64,     76,     18,      7,     10,     42,     69,     39,     70,     54,     53,    252,    260,    166,     22,     56,     12,      7,     10,     15,     14,      5,     24,     20,     15,     96,    112,    17.6,    10.9,    27.4,    19.7,    17.1,    10.5,    26.8,    17.9,    19.8,    12.3,    29.4,    21.6,    19.5,    12.3,    28.8,    20.5,    43.4,    20.5,    55.5,    33.9,    43.4,    19.6,    55.4,    31.0,"(CONTRACTS OF 5,000 BUSHELS)" ,"001602" ,"CBT" ,"001" ,"A10" ,"FutOnly"
"WHEAT-SRW - CHICAGO BOARD OF TRADE" ,140902 ,2014-09-02,001602 ,CBT ,00 ,001 ,  381369,   42191,  103560,  117341,    3599,   10873,   77592,  130036,   27183,   42831,   31158,   27219,  345230,  333628,   36139,   47741,  337245,   36074,   87751,  113978,    3797,    7415,   63365,  126311,   23795,   46649,   36733,   14066,  305342,  299868,   31903,   37377,   44124,    6117,   15809,    5754,    2193,    1067,   16793,    6291,     822,    6684,    4927,    2651,   39888,   33760,    4236,   10364,  -14904,   -6349,   -8046,   -1878,     -60,     130,   -1685,    3663,     739,    2221,   -1608,   -4787,  -11609,   -9969,   -3295,   -4935,  100.0,   11.1,   27.2,   30.8,    0.9,    2.9,   20.3,   34.1,    7.1,   11.2,    8.2,    7.1,   90.5,   87.5,    9.5,   12.5,  100.0,   10.7,   26.0,   33.8,    1.1,    2.2,   18.8,   37.5,    7.1,   13.8,   10.9,    4.2,   90.5,   88.9,    9.5,   11.1,  100.0,   13.9,   35.8,   13.0,    5.0,    2.4,   38.1,   14.3,    1.9,   15.1,   11.2,    6.0,   90.4,   76.5,    9.6,   23.5,    373,     65,     84,     22,      4,     16,     45,     65,     45,     68,     46,     61,    270,    271,    369,     61,     83,     20,      6,      9,     43,     65,     42,     69,     51,     47,    251,    257,    156,     20,     54,     10,      7,     10,     15,     12,      4,     21,     19,     12,     87,    105,    17.5,    11.9,    27.5,    21.1,    17.1,    11.4,    27.1,    19.3,    19.6,    13.4,    29.4,    23.3,    19.6,    13.4,    29.2,    21.9,    44.8,    21.7,    57.7,    35.0,    44.8,    20.6,    57.6,    32.1,"(CONTRACTS OF 5,000 BUSHELS)" ,"001602" ,"CBT" ,"001" ,"A10" ,"FutOnly"
"WHEAT-SRW - CHICAGO BOARD OF TRADE" ,140826 ,2014-08-26,001602 ,CBT ,00 ,001 ,  396273,   48540,  111606,  119219,    3659,   10743,   79277,  126373,   26444,   40610,   32766,   32006,  356839,  343597,   39434,   52676,  353457,   42452,   95455,  115894,    3716,    7157,   65184,  124042,   23468,   44923,   38173,   18749,  317827,  310760,   35630,   42697,   42816,    6088,   16151,    5773,    2391,    1138,   16565,    4803,     504,    6145,    5051,    2799,   39012,   32837,    3804,    9979,  -23918,   -7678,  -11524,   -2771,     645,      70,    1422,   -2119,   -5329,   -1960,   -2270,   -7731,  -23977,  -28258,      59,    4340,  100.0,   12.2,   28.2,   30.1,    0.9,    2.7,   20.0,   31.9,    6.7,   10.2,    8.3,    8.1,   90.0,   86.7,   10.0,   13.3,  100.0,   12.0,   27.0,   32.8,    1.1,    2.0,   18.4,   35.1,    6.6,   12.7,   10.8,    5.3,   89.9,   87.9,   10.1,   12.1,  100.0,   14.2,   37.7,   13.5,    5.6,    2.7,   38.7,   11.2,    1.2,   14.4,   11.8,    6.5,   91.1,   76.7,    8.9,   23.3,    369,     65,     76,     22,      4,     17,     46,     62,     47,     61,     56,     71,    280,    269,    365,     61,     76,     21,      5,     12,     44,     62,     43,     68,     54,     61,    263,    259,    149,     18,     50,     10,      7,      8,     15,     11,      4,     21,     19,     13,     84,     99,    17.1,    11.6,    26.8,    20.8,    16.6,    11.0,    26.2,    18.8,    19.0,    13.0,    28.6,    22.9,    18.9,    12.8,    28.3,    21.6,    44.6,    20.6,    58.3,    34.8,    44.5,    19.6,    58.2,    31.6,"(CONTRACTS OF 5,000 BUSHELS)" ,"001602" ,"CBT" ,"001" ,"A10" ,"FutOnly"
"WHEAT-SRW - CHICAGO BOARD OF TRADE" ,140819 ,2014-08-19,001602 ,CBT ,00 ,001 ,  420191,   56218,  123130,  121990,    3014,   10673,   77855,  128492,   31773,   42570,   35036,   39737,  380816,  371855,   39375,   48336,  377334,   49403,  106286,  118354,    3107,    6794,   63724,  125324,   29375,   46435,   40371,   27324,  341409,  338581,   35925,   38753,   42857,    6815,   16844,    6378,    2649,    1137,   16122,    5159,     407,    6174,    4704,    2374,   39407,   33274,    3450,    9583,   -3541,   -3895,     930,     615,    -445,     671,    1967,   -9245,   -3032,   -1555,    4434,    2999,   -2230,   -3688,   -1311,     147,  100.0,   13.4,   29.3,   29.0,    0.7,    2.5,   18.5,   30.6,    7.6,   10.1,    8.3,    9.5,   90.6,   88.5,    9.4,   11.5,  100.0,   13.1,   28.2,   31.4,    0.8,    1.8,   16.9,   33.2,    7.8,   12.3,   10.7,    7.2,   90.5,   89.7,    9.5,   10.3,  100.0,   15.9,   39.3,   14.9,    6.2,    2.7,   37.6,   12.0,    0.9,   14.4,   11.0,    5.5,   91.9,   77.6,    8.1,   22.4,    370,     65,     77,     19,      4,     17,     47,     64,     48,     62,     58,     76,    280,    277,    365,     61,     75,     18,      5,     12,     48,     62,     44,     67,     57,     67,    264,    265,    154,     17,     51,     11,      7,      8,     13,     13,      4,     24,     21,     12,     83,    104,    17.0,    12.0,    26.5,    20.8,    16.2,    11.1,    25.6,    18.2,    18.7,    13.3,    28.1,    22.3,    18.4,    12.7,    27.5,    20.5,    44.5,    20.7,    60.4,    35.8,    44.4,    19.9,    60.2,    33.2,"(CONTRACTS OF 5,000 BUSHELS)" ,"001602" ,"CBT" ,"001" ,"A10" ,"FutOnly"
"WHEAT-SRW - CHICAGO BOARD OF TRADE" ,140812 ,2014-08-12,001602 ,CBT ,00 ,001 ,  423732,   60113,  122200,  121375,    3459,   10002,   75888,  137737,   34805,   44125,   30602,   36738,  383046,  375543,   40686,   48189,  382189,   53503,  105655,  118235,    3058,    6176,   62425,  136857,   30258,   47735,   34464,   26674,  345006,  343142,   37183,   39047,   41543,    6610,   16545,    5995,    3256,     971,   17601,    5018,     409,    4441,    4189,    2013,   38040,   32401,    3503,    9142,  -15203,   -2295,    5949,   -1424,   -1471,   -2114,    -186,   -6621,   -8652,   -1639,   -2568,    -397,  -16707,  -15874,    1504,     671,  100.0,   14.2,   28.8,   28.6,    0.8,    2.4,   17.9,   32.5,    8.2,   10.4,    7.2,    8.7,   90.4,   88.6,    9.6,   11.4,  100.0,   14.0,   27.6,   30.9,    0.8,    1.6,   16.3,   35.8,    7.9,   12.5,    9.0,    7.0,   90.3,   89.8,    9.7,   10.2,  100.0,   15.9,   39.8,   14.4,    7.8,    2.3,   42.4,   12.1,    1.0,   10.7,   10.1,    4.8,   91.6,   78.0,    8.4,   22.0,    372,     69,     78,     19,      4,     16,     42,     69,     42,     71,     50,     76,    280,    276,    365,     67,     75,     18,      5,      9,     43,     65,     39,     74,     50,     67,    268,    258,    147,     16,     52,     11,      7,      7,     11,     14,      .,     21,     19,      9,     74,    101,    16.6,    11.9,    26.0,    20.4,    15.8,    11.1,    25.3,    18.3,    18.2,    13.1,    27.4,    22.2,    18.1,    12.8,    27.2,    20.6,    47.6,    21.9,    64.6,    36.8,    47.6,    21.2,    64.5,    33.5,"(CONTRACTS OF 5,000 BUSHELS)" ,"001602" ,"CBT" ,"001" ,"A10" ,"FutOnly"
"WHEAT-SRW - CHICAGO BOARD OF TRADE" ,140805 ,2014-08-05,001602 ,CBT ,00 ,001 ,  438935,   62408,  116251,  122799,    4930,   12116,   76074,  144358,   43457,   45764,   33170,   37135,  399753,  391417,   39182,   47518,  398881,   55785,   99773,  120017,    4168,    8286,   64038,  145872,   38438,   49351,   36619,   27045,  362960,  360201,   35921,   38680,   40054,    6623,   16478,    5633,    3613,     979,   16815,    3265,     240,    4385,    4523,    2118,   36793,   31216,    3261,    8838,    1355,   -1860,    3525,     -13,    1588,     -91,    2630,   -1200,   -3738,    3706,     536,    -339,     295,     281,    1060,    1074,  100.0,   14.2,   26.5,   28.0,    1.1,    2.8,   17.3,   32.9,    9.9,   10.4,    7.6,    8.5,   91.1,   89.2,    8.9,   10.8,  100.0,   14.0,   25.0,   30.1,    1.0,    2.1,   16.1,   36.6,    9.6,   12.4,    9.2,    6.8,   91.0,   90.3,    9.0,    9.7,  100.0,   16.5,   41.1,   14.1,    9.0,    2.4,   42.0,    8.2,    0.6,   10.9,   11.3,    5.3,   91.9,   77.9,    8.1,   22.1,    378,     72,     80,     19,      6,     16,     44,     70,     45,     72,     50,     73,    281,    280,    374,     69,     79,     19,      6,     12,     43,     68,     43,     76,     50,     65,    268,    271,    143,     15,     52,     11,      7,      8,     11,      9,      .,     21,     21,     11,     75,     98,    16.8,    11.2,    26.1,    19.8,    15.7,    10.0,    25.0,    17.0,    18.3,    12.3,    27.4,    21.7,    17.8,    11.7,    26.9,    20.1,    49.3,    22.0,    66.4,    36.8,    49.3,    21.0,    66.3,    33.7,"(CONTRACTS OF 5,000 BUSHELS)" ,"001602" ,"CBT" ,"001" ,"A10" ,"FutOnly"
